Coordinate,Scale_KM,TOT_dense,IC_num,CG_num,IC_amp,CG_amp,LJ,Sigma,Time,radar_ID
,0.0,0.0,0,0,0.0,0.0,,,00:00:00,
,0.0,0.0,0,0,0.0,0.0,,,00:02:00,
,0.0,0.0,0,0,0.0,0.0,,,00:04:00,
,0.0,0.0,0,0,0.0,0.0,,,00:06:00,
,0.0,0.0,0,0,0.0,0.0,,,00:08:00,
,0.0,0.0,0,0,0.0,0.0,,,00:10:00,
,0.0,0.0,0,0,0.0,0.0,,,00:12:00,
,0.0,0.0,0,0,0.0,0.0,,,00:14:00,
,0.0,0.0,0,0,0.0,0.0,,,00:16:00,
,0.0,0.0,0,0,0.0,0.0,,,00:18:00,
,0.0,0.0,0,0,0.0,0.0,,,00:20:00,
,0.0,0.0,0,0,0.0,0.0,,,00:22:00,
,0.0,0.0,0,0,0.0,0.0,,,00:24:00,
,0.0,0.0,0,0,0.0,0.0,,,00:26:00,
,0.0,0.0,0,0,0.0,0.0,,,00:28:00,
,0.0,0.0,0,0,0.0,0.0,,,00:30:00,
,0.0,0.0,0,0,0.0,0.0,,,00:32:00,
,0.0,0.0,0,0,0.0,0.0,,,00:34:00,
,0.0,0.0,0,0,0.0,0.0,,,00:36:00,
,0.0,0.0,0,0,0.0,0.0,,,00:38:00,
,0.0,0.0,0,0,0.0,0.0,,,00:40:00,
,0.0,0.0,0,0,0.0,0.0,,,00:42:00,
,0.0,0.0,0,0,0.0,0.0,,,00:44:00,
,0.0,0.0,0,0,0.0,0.0,,,00:46:00,
,0.0,0.0,0,0,0.0,0.0,,,00:48:00,
,0.0,0.0,0,0,0.0,0.0,,,00:50:00,
,0.0,0.0,0,0,0.0,0.0,,,00:52:00,
,0.0,0.0,0,0,0.0,0.0,,,00:54:00,
,0.0,0.0,0,0,0.0,0.0,,,00:56:00,
,0.0,0.0,0,0,0.0,0.0,,,00:58:00,
,0.0,0.0,0,0,0.0,0.0,,,01:00:00,
,0.0,0.0,0,0,0.0,0.0,,,01:02:00,
,0.0,0.0,0,0,0.0,0.0,,,01:04:00,
,0.0,0.0,0,0,0.0,0.0,,,01:06:00,
,0.0,0.0,0,0,0.0,0.0,,,01:08:00,
,0.0,0.0,0,0,0.0,0.0,,,01:10:00,
,0.0,0.0,0,0,0.0,0.0,,,01:12:00,
,0.0,0.0,0,0,0.0,0.0,,,01:14:00,
,0.0,0.0,0,0,0.0,0.0,,,01:16:00,
,0.0,0.0,0,0,0.0,0.0,,,01:18:00,
,0.0,0.0,0,0,0.0,0.0,,,01:20:00,
,0.0,0.0,0,0,0.0,0.0,,,01:22:00,
,0.0,0.0,0,0,0.0,0.0,,,01:24:00,
,0.0,0.0,0,0,0.0,0.0,,,01:26:00,
,0.0,0.0,0,0,0.0,0.0,,,01:28:00,
,0.0,0.0,0,0,0.0,0.0,,,01:30:00,
,0.0,0.0,0,0,0.0,0.0,,,01:32:00,
,0.0,0.0,0,0,0.0,0.0,,,01:34:00,
,0.0,0.0,0,0,0.0,0.0,,,01:36:00,
,0.0,0.0,0,0,0.0,0.0,,,01:38:00,
,0.0,0.0,0,0,0.0,0.0,,,01:40:00,
,0.0,0.0,0,0,0.0,0.0,,,01:42:00,
,0.0,0.0,0,0,0.0,0.0,,,01:44:00,
,0.0,0.0,0,0,0.0,0.0,,,01:46:00,
,0.0,0.0,0,0,0.0,0.0,,,01:48:00,
,0.0,0.0,0,0,0.0,0.0,,,01:50:00,
,0.0,0.0,0,0,0.0,0.0,,,01:52:00,
,0.0,0.0,0,0,0.0,0.0,,,01:54:00,
,0.0,0.0,0,0,0.0,0.0,,,01:56:00,
,0.0,0.0,0,0,0.0,0.0,,,01:58:00,
,0.0,0.0,0,0,0.0,0.0,,,02:00:00,
,0.0,0.0,0,0,0.0,0.0,,,02:02:00,
,0.0,0.0,0,0,0.0,0.0,,,02:04:00,
,0.0,0.0,0,0,0.0,0.0,,,02:06:00,
,0.0,0.0,0,0,0.0,0.0,,,02:08:00,
,0.0,0.0,0,0,0.0,0.0,,,02:10:00,
,0.0,0.0,0,0,0.0,0.0,,,02:12:00,
,0.0,0.0,0,0,0.0,0.0,,,02:14:00,
,0.0,0.0,0,0,0.0,0.0,,,02:16:00,
,0.0,0.0,0,0,0.0,0.0,,,02:18:00,
,0.0,0.0,0,0,0.0,0.0,,,02:20:00,
,0.0,0.0,0,0,0.0,0.0,,,02:22:00,
,0.0,0.0,0,0,0.0,0.0,,,02:24:00,
,0.0,0.0,0,0,0.0,0.0,,,02:26:00,
,0.0,0.0,0,0,0.0,0.0,,,02:28:00,
,0.0,0.0,0,0,0.0,0.0,,,02:30:00,
,0.0,0.0,0,0,0.0,0.0,,,02:32:00,
,0.0,0.0,0,0,0.0,0.0,,,02:34:00,
,0.0,0.0,0,0,0.0,0.0,,,02:36:00,
,0.0,0.0,0,0,0.0,0.0,,,02:38:00,
,0.0,0.0,0,0,0.0,0.0,,,02:40:00,
,0.0,0.0,0,0,0.0,0.0,,,02:42:00,
,0.0,0.0,0,0,0.0,0.0,,,02:44:00,
,0.0,0.0,0,0,0.0,0.0,,,02:46:00,
,0.0,0.0,0,0,0.0,0.0,,,02:48:00,
,0.0,0.0,0,0,0.0,0.0,,,02:50:00,
,0.0,0.0,0,0,0.0,0.0,,,02:52:00,
,0.0,0.0,0,0,0.0,0.0,,,02:54:00,
,0.0,0.0,0,0,0.0,0.0,,,02:56:00,
,0.0,0.0,0,0,0.0,0.0,,,02:58:00,
,0.0,0.0,0,0,0.0,0.0,,,03:00:00,
,0.0,0.0,0,0,0.0,0.0,,,03:02:00,
,0.0,0.0,0,0,0.0,0.0,,,03:04:00,
,0.0,0.0,0,0,0.0,0.0,,,03:06:00,
,0.0,0.0,0,0,0.0,0.0,,,03:08:00,
,0.0,0.0,0,0,0.0,0.0,,,03:10:00,
,0.0,0.0,0,0,0.0,0.0,,,03:12:00,
,0.0,0.0,0,0,0.0,0.0,,,03:14:00,
,0.0,0.0,0,0,0.0,0.0,,,03:16:00,
,0.0,0.0,0,0,0.0,0.0,,,03:18:00,
,0.0,0.0,0,0,0.0,0.0,,,03:20:00,
,0.0,0.0,0,0,0.0,0.0,,,03:22:00,
,0.0,0.0,0,0,0.0,0.0,,,03:24:00,
,0.0,0.0,0,0,0.0,0.0,,,03:26:00,
,0.0,0.0,0,0,0.0,0.0,,,03:28:00,
,0.0,0.0,0,0,0.0,0.0,,,03:30:00,
,0.0,0.0,0,0,0.0,0.0,,,03:32:00,
,0.0,0.0,0,0,0.0,0.0,,,03:34:00,
,0.0,0.0,0,0,0.0,0.0,,,03:36:00,
,0.0,0.0,0,0,0.0,0.0,,,03:38:00,
,0.0,0.0,0,0,0.0,0.0,,,03:40:00,
,0.0,0.0,0,0,0.0,0.0,,,03:42:00,
,0.0,0.0,0,0,0.0,0.0,,,03:44:00,
,0.0,0.0,0,0,0.0,0.0,,,03:46:00,
,0.0,0.0,0,0,0.0,0.0,,,03:48:00,
,0.0,0.0,0,0,0.0,0.0,,,03:50:00,
,0.0,0.0,0,0,0.0,0.0,,,03:52:00,
,0.0,0.0,0,0,0.0,0.0,,,03:54:00,
,0.0,0.0,0,0,0.0,0.0,,,03:56:00,
,0.0,0.0,0,0,0.0,0.0,,,03:58:00,
,0.0,0.0,0,0,0.0,0.0,,,04:00:00,
,0.0,0.0,0,0,0.0,0.0,,,04:02:00,
,0.0,0.0,0,0,0.0,0.0,,,04:04:00,
,0.0,0.0,0,0,0.0,0.0,,,04:06:00,
,0.0,0.0,0,0,0.0,0.0,,,04:08:00,
,0.0,0.0,0,0,0.0,0.0,,,04:10:00,
,0.0,0.0,0,0,0.0,0.0,,,04:12:00,
,0.0,0.0,0,0,0.0,0.0,,,04:14:00,
,0.0,0.0,0,0,0.0,0.0,,,04:16:00,
,0.0,0.0,0,0,0.0,0.0,,,04:18:00,
,0.0,0.0,0,0,0.0,0.0,,,04:20:00,
,0.0,0.0,0,0,0.0,0.0,,,04:22:00,
,0.0,0.0,0,0,0.0,0.0,,,04:24:00,
,0.0,0.0,0,0,0.0,0.0,,,04:26:00,
,0.0,0.0,0,0,0.0,0.0,,,04:28:00,
,0.0,0.0,0,0,0.0,0.0,,,04:30:00,
,0.0,0.0,0,0,0.0,0.0,,,04:32:00,
,0.0,0.0,0,0,0.0,0.0,,,04:34:00,
,0.0,0.0,0,0,0.0,0.0,,,04:36:00,
,0.0,0.0,0,0,0.0,0.0,,,04:38:00,
,0.0,0.0,0,0,0.0,0.0,,,04:40:00,
"[134.52490504347824, -23.394358913043476]",6.679,0.164,8,15,58.109,162.446,,,04:42:00,
,0.0,0.0,0,0,0.0,0.0,,,04:44:00,
,0.0,0.0,0,0,0.0,0.0,,,04:46:00,
,0.0,0.0,0,0,0.0,0.0,,,04:48:00,
"[134.55762280000002, -23.348437133333338]",15.142,0.042,22,8,131.554,192.279,,,04:50:00,
,0.0,0.0,0,0,0.0,0.0,,,04:52:00,
,0.0,0.0,0,0,0.0,0.0,,,04:54:00,
,0.0,0.0,0,0,0.0,0.0,,,04:56:00,
,0.0,0.0,0,0,0.0,0.0,,,04:58:00,
"[134.5662529047619, -23.319759857142852]",8.533,0.092,13,8,71.627,80.937,,,05:00:00,
,0.0,0.0,0,0,0.0,0.0,,,05:02:00,
,0.0,0.0,0,0,0.0,0.0,,,05:04:00,
"[134.70640042857144, -23.297822952380947]",9.622,0.072,13,8,79.947,75.378,,,05:06:00,
"[134.71692685185184, -23.296314333333335]",9.225,0.101,19,8,127.8,44.949,False,0.34149,05:08:00,
